"BTID";"BLID";"collector";"trapType";"pass";"replicate";"startYear";"startMonth";"startDay";"startHour";"startMinute";"endYear";"endMonth";"endDay";"endHour";"endMinute";"startNESWPhoto_DSC";"endNESWPhoto_DSC";"canolaAdjacent";"percentCanolaBloom";"floralAdjacentNotes";"deployedNotes";"retrievalNotes";"lonTrap";"latTrap";"elevTrap";"locationType";"adjCrop";"oppCrop";"adjCropBloom";"oppCropBloom";"adjMowed";"oppMowed";"created_at";"updated_at";"startjulian";"endjulian";"midjulian";"midyear";"midmonth";"midday";"deployedhours"
"26133-6-WCC200-2017";26133;"M. Gavin";"Coloured Cups";6;"WCC200";2017;7;12;10;23;2017;7;26;11;28;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"5";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";193;207;200;2017;7;19;337.0833
"26168-6-WBV0-2017";26168;"M. Gavin";"Blue Vane";6;"WBV0";2017;7;11;12;44;2017;7;25;13;8;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"1";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";192;206;199;2017;7;18;336.4
"26168-6-WPF0-2017";26168;"M. Gavin";"Pit Fall";6;"WPF0";2017;7;11;12;44;2017;7;25;13;8;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"1";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";192;206;199;2017;7;18;336.4
"26168-6-WCC0-2017";26168;"M. Gavin";"Coloured Cups";6;"WCC0";2017;7;11;12;44;2017;7;25;13;8;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"1";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";192;206;199;2017;7;18;336.4
"26168-6-WBV25-2017";26168;"M. Gavin";"Blue Vane";6;"WBV25";2017;7;11;12;52;2017;7;25;13;14;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"1";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";192;206;199;2017;7;18;336.3666
"26168-6-WPF25-2017";26168;"M. Gavin";"Pit Fall";6;"WPF25";2017;7;11;12;52;2017;7;25;13;14;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"1";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";192;206;199;2017;7;18;336.3666
"26168-6-WCC25-2017";26168;"M. Gavin";"Coloured Cups";6;"WCC25";2017;7;11;12;52;2017;7;25;13;14;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"1";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";192;206;199;2017;7;18;336.3666
"26168-6-WBV75-2017";26168;"M. Gavin";"Blue Vane";6;"WBV75";2017;7;11;12;57;2017;7;25;13;17;"";"";"";"";"";"";"no glycol";0.0;0.0;0;"wetland";"canola";"";"1";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";192;206;199;2017;7;18;336.3333
"26168-6-WPF75-2017";26168;"M. Gavin";"Pit Fall";6;"WPF75";2017;7;11;12;57;2017;7;25;13;17;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"1";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";192;206;199;2017;7;18;336.3333
"26168-6-WCC75-2017";26168;"M. Gavin";"Coloured Cups";6;"WCC75";2017;7;11;12;57;2017;7;25;13;17;"";"";"";"";"";"";"no glycol";0.0;0.0;0;"wetland";"canola";"";"1";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";192;206;199;2017;7;18;336.3333
"26168-6-WBV200-2017";26168;"M. Gavin";"Blue Vane";6;"WBV200";2017;7;11;13;3;2017;7;25;13;24;"";"";"";"";"";"";"bv on ground";0.0;0.0;0;"wetland";"canola";"";"1";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";192;206;199;2017;7;18;336.35
"26168-6-WPF200-2017";26168;"M. Gavin";"Pit Fall";6;"WPF200";2017;7;11;13;3;2017;7;25;13;24;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"1";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";192;206;199;2017;7;18;336.35
"26168-6-WCC200-2017";26168;"M. Gavin";"Coloured Cups";6;"WCC200";2017;7;11;13;3;2017;7;25;13;24;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"1";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";192;206;199;2017;7;18;336.35
"26105-6-WBV0-2017";26105;"M. Gavin";"Blue Vane";6;"WBV0";2017;7;11;8;48;2017;7;25;8;52;"";"";"";"";"";"";"";0.0;0.0;0;"pivot";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";192;206;199;2017;7;18;336.0666
"26105-6-WPF0-2017";26105;"M. Gavin";"Pit Fall";6;"WPF0";2017;7;11;8;48;2017;7;25;8;52;"";"";"";"";"";"";"";0.0;0.0;0;"pivot";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";192;206;199;2017;7;18;336.0666
"26105-6-WCC0-2017";26105;"M. Gavin";"Coloured Cups";6;"WCC0";2017;7;11;8;48;2017;7;25;8;52;"";"";"";"";"";"";"";0.0;0.0;0;"pivot";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";192;206;199;2017;7;18;336.0666
"26105-6-WBV25-2017";26105;"M. Gavin";"Blue Vane";6;"WBV25";2017;7;11;8;56;2017;7;25;8;59;"";"";"";"";"";"";"";0.0;0.0;0;"pivot";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";192;206;199;2017;7;18;336.05
"26105-6-WPF25-2017";26105;"M. Gavin";"Pit Fall";6;"WPF25";2017;7;11;8;56;2017;7;25;8;59;"";"";"";"";"";"";"";0.0;0.0;0;"pivot";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";192;206;199;2017;7;18;336.05
"26105-6-WCC25-2017";26105;"M. Gavin";"Coloured Cups";6;"WCC25";2017;7;11;8;56;2017;7;25;8;59;"";"";"";"";"";"";"";0.0;0.0;0;"pivot";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";192;206;199;2017;7;18;336.05
"26105-6-WBV75-2017";26105;"M. Gavin";"Blue Vane";6;"WBV75";2017;7;11;9;2;2017;7;25;9;7;"";"";"";"";"";"";"";0.0;0.0;0;"pivot";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";192;206;199;2017;7;18;336.0833
"26105-6-WPF75-2017";26105;"M. Gavin";"Pit Fall";6;"WPF75";2017;7;11;9;2;2017;7;25;9;7;"";"";"";"";"";"";"";0.0;0.0;0;"pivot";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";192;206;199;2017;7;18;336.0833
"26105-6-WCC75-2017";26105;"M. Gavin";"Coloured Cups";6;"WCC75";2017;7;11;9;2;2017;7;25;9;7;"";"";"";"";"";"";"";0.0;0.0;0;"pivot";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";192;206;199;2017;7;18;336.0833
"26105-6-WBV200-2017";26105;"M. Gavin";"Blue Vane";6;"WBV200";2017;7;11;9;11;2017;7;25;9;17;"";"";"";"";"";"";"bv on ground";0.0;0.0;0;"pivot";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";192;206;199;2017;7;18;336.1
"26105-6-WPF200-2017";26105;"M. Gavin";"Pit Fall";6;"WPF200";2017;7;11;9;11;2017;7;25;9;17;"";"";"";"";"";"";"";0.0;0.0;0;"pivot";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";192;206;199;2017;7;18;336.1
"26105-6-WCC200-2017";26105;"M. Gavin";"Coloured Cups";6;"WCC200";2017;7;11;9;11;2017;7;25;9;17;"";"";"";"";"";"";"";0.0;0.0;0;"pivot";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";192;206;199;2017;7;18;336.1
"26161-6-WBV0-2017";26161;"M. Gavin";"Blue Vane";6;"WBV0";2017;7;11;9;41;2017;7;25;9;47;"";"";"";"";"";"";"";0.0;0.0;0;"pivot";"canola";"";"15";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";192;206;199;2017;7;18;336.1
"26161-6-WPF0-2017";26161;"M. Gavin";"Pit Fall";6;"WPF0";2017;7;11;9;41;2017;7;25;9;47;"";"";"";"";"";"";"dead shrew";0.0;0.0;0;"pivot";"canola";"";"15";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";192;206;199;2017;7;18;336.1
"26161-6-WCC0-2017";26161;"M. Gavin";"Coloured Cups";6;"WCC0";2017;7;11;9;41;2017;7;25;9;47;"";"";"";"";"";"";"";0.0;0.0;0;"pivot";"canola";"";"15";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";192;206;199;2017;7;18;336.1
"26161-6-WBV25-2017";26161;"M. Gavin";"Blue Vane";6;"WBV25";2017;7;11;9;48;2017;7;25;9;53;"";"";"";"";"";"";"";0.0;0.0;0;"pivot";"canola";"";"15";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";192;206;199;2017;7;18;336.0833
"26161-6-WPF25-2017";26161;"M. Gavin";"Pit Fall";6;"WPF25";2017;7;11;9;48;2017;7;25;9;53;"";"";"";"";"";"";"";0.0;0.0;0;"pivot";"canola";"";"15";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";192;206;199;2017;7;18;336.0833
"26161-6-WCC25-2017";26161;"M. Gavin";"Coloured Cups";6;"WCC25";2017;7;11;9;48;2017;7;25;9;53;"";"";"";"";"";"";"";0.0;0.0;0;"pivot";"canola";"";"15";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";192;206;199;2017;7;18;336.0833
"26161-6-WBV75-2017";26161;"M. Gavin";"Blue Vane";6;"WBV75";2017;7;11;9;54;2017;7;25;10;3;"";"";"";"";"";"";"";0.0;0.0;0;"pivot";"canola";"";"15";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";192;206;199;2017;7;18;336.15
"26161-6-WPF75-2017";26161;"M. Gavin";"Pit Fall";6;"WPF75";2017;7;11;9;54;2017;7;25;10;3;"";"";"";"";"";"";"";0.0;0.0;0;"pivot";"canola";"";"15";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";192;206;199;2017;7;18;336.15
"26161-6-WCC75-2017";26161;"M. Gavin";"Coloured Cups";6;"WCC75";2017;7;11;9;54;2017;7;25;10;3;"";"";"";"";"";"";"";0.0;0.0;0;"pivot";"canola";"";"15";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";192;206;199;2017;7;18;336.15
"26161-6-WBV200-2017";26161;"M. Gavin";"Blue Vane";6;"WBV200";2017;7;11;10;2;2017;7;25;10;8;"";"";"";"";"";"";"";0.0;0.0;0;"pivot";"canola";"";"15";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";192;206;199;2017;7;18;336.1
"26161-6-WPF200-2017";26161;"M. Gavin";"Pit Fall";6;"WPF200";2017;7;11;10;2;2017;7;25;10;8;"";"";"";"";"";"";"";0.0;0.0;0;"pivot";"canola";"";"15";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";192;206;199;2017;7;18;336.1
"26161-6-WCC200-2017";26161;"M. Gavin";"Coloured Cups";6;"WCC200";2017;7;11;10;2;2017;7;25;10;8;"";"";"";"";"";"";"";0.0;0.0;0;"pivot";"canola";"";"15";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";192;206;199;2017;7;18;336.1
"26175-6-WBV0-2017";26175;"M. Gavin";"Blue Vane";6;"WBV0";2017;7;11;11;21;2017;7;25;11;3;"";"";"";"";"";"";"vane knocked off";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";192;206;199;2017;7;18;335.7
"26175-6-WPF0-2017";26175;"M. Gavin";"Pit Fall";6;"WPF0";2017;7;11;11;21;2017;7;25;11;3;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";192;206;199;2017;7;18;335.7
"26175-6-WCC0-2017";26175;"M. Gavin";"Coloured Cups";6;"WCC0";2017;7;11;11;21;2017;7;25;11;3;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";192;206;199;2017;7;18;335.7
"26175-6-WBV25-2017";26175;"M. Gavin";"Blue Vane";6;"WBV25";2017;7;11;11;14;2017;7;25;11;12;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";192;206;199;2017;7;18;335.9666
"26175-6-WPF25-2017";26175;"M. Gavin";"Pit Fall";6;"WPF25";2017;7;11;11;14;2017;7;25;11;12;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";192;206;199;2017;7;18;335.9666
"26175-6-WCC25-2017";26175;"M. Gavin";"Coloured Cups";6;"WCC25";2017;7;11;11;14;2017;7;25;11;12;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";192;206;199;2017;7;18;335.9666
"26175-6-WBV75-2017";26175;"M. Gavin";"Blue Vane";6;"WBV75";2017;7;11;11;7;2017;7;25;11;19;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";192;206;199;2017;7;18;336.2
"26175-6-WPF75-2017";26175;"M. Gavin";"Pit Fall";6;"WPF75";2017;7;11;11;7;2017;7;25;11;19;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";192;206;199;2017;7;18;336.2
"26175-6-WCC75-2017";26175;"M. Gavin";"Coloured Cups";6;"WCC75";2017;7;11;11;7;2017;7;25;11;19;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";192;206;199;2017;7;18;336.2
"26175-6-WBV200-2017";26175;"M. Gavin";"Blue Vane";6;"WBV200";2017;7;11;11;1;2017;7;25;11;43;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";192;206;199;2017;7;18;336.7
"26175-6-WPF200-2017";26175;"M. Gavin";"Pit Fall";6;"WPF200";2017;7;11;11;1;2017;7;25;11;43;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";192;206;199;2017;7;18;336.7
"26175-6-WCC200-2017";26175;"M. Gavin";"Coloured Cups";6;"WCC200";2017;7;11;11;1;2017;7;25;11;43;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";192;206;199;2017;7;18;336.7
"26119-6-WBV0-2017";26119;"M. Gavin";"Blue Vane";6;"WBV0";2017;7;10;10;26;2017;7;24;12;23;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"1";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;337.95
"26119-6-WPF0-2017";26119;"M. Gavin";"Pit Fall";6;"WPF0";2017;7;10;10;26;2017;7;24;12;23;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"1";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;337.95
"26119-6-WCC0-2017";26119;"M. Gavin";"Coloured Cups";6;"WCC0";2017;7;10;10;26;2017;7;24;12;23;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"1";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";191;205;198;2017;7;17;337.95
"26119-6-WBV25-2017";26119;"M. Gavin";"Blue Vane";6;"WBV25";2017;7;10;10;21;2017;7;24;12;15;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"1";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;337.9
"26119-6-WPF25-2017";26119;"M. Gavin";"Pit Fall";6;"WPF25";2017;7;10;10;21;2017;7;24;12;15;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"1";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;337.9
"26119-6-WCC25-2017";26119;"M. Gavin";"Coloured Cups";6;"WCC25";2017;7;10;10;21;2017;7;24;12;15;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"1";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";191;205;198;2017;7;17;337.9
"26119-6-WBV75-2017";26119;"M. Gavin";"Blue Vane";6;"WBV75";2017;7;10;10;19;2017;7;24;12;8;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"1";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;337.8166
"26119-6-WPF75-2017";26119;"M. Gavin";"Pit Fall";6;"WPF75";2017;7;10;10;19;2017;7;24;12;8;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"1";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;337.8166
"26119-6-WCC75-2017";26119;"M. Gavin";"Coloured Cups";6;"WCC75";2017;7;10;10;19;2017;7;24;12;8;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"1";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";191;205;198;2017;7;17;337.8166
"26119-6-WBV200-2017";26119;"M. Gavin";"Blue Vane";6;"WBV200";2017;7;10;10;10;2017;7;24;11;57;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"1";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;337.7833
"26119-6-WPF200-2017";26119;"M. Gavin";"Pit Fall";6;"WPF200";2017;7;10;10;10;2017;7;24;11;57;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"1";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;337.7833
"26119-6-WCC200-2017";26119;"M. Gavin";"Coloured Cups";6;"WCC200";2017;7;10;10;10;2017;7;24;11;57;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"1";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";191;205;198;2017;7;17;337.7833
"22576-6-WPF200-2017";22576;"M. Gavin";"Pit Fall";6;"WPF200";2017;7;10;8;19;2017;7;24;8;47;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"15";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;336.4666
"22576-6-WCC200-2017";22576;"M. Gavin";"Coloured Cups";6;"WCC200";2017;7;10;8;19;2017;7;24;8;47;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"15";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";191;205;198;2017;7;17;336.4666
"22576-6-WBV200-2017";22576;"M. Gavin";"Blue Vane";6;"WBV200";2017;7;10;8;19;2017;7;24;8;47;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"15";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;336.4666
"22576-6-WCC75-2017";22576;"M. Gavin";"Coloured Cups";6;"WCC75";2017;7;10;8;14;2017;7;24;8;42;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"15";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";191;205;198;2017;7;17;336.4666
"22576-6-WPF75-2017";22576;"M. Gavin";"Pit Fall";6;"WPF75";2017;7;10;8;14;2017;7;24;8;42;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"15";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;336.4666
"22576-6-WBV75-2017";22576;"M. Gavin";"Blue Vane";6;"WBV75";2017;7;10;8;14;2017;7;24;8;42;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"15";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;336.4666
"22576-6-WCC25-2017";22576;"M. Gavin";"Coloured Cups";6;"WCC25";2017;7;10;8;10;2017;7;24;8;35;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"15";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";191;205;198;2017;7;17;336.4166
"22576-6-WPF25-2017";22576;"M. Gavin";"Pit Fall";6;"WPF25";2017;7;10;8;10;2017;7;24;8;35;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"15";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;336.4166
"27007-5-WBV0-2017";27007;"M. Gavin";"Blue Vane";5;"WBV0";2017;7;4;8;17;2017;7;17;9;20;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"80";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";185;198;192;2017;7;11;313.05
"22576-6-WBV25-2017";22576;"M. Gavin";"Blue Vane";6;"WBV25";2017;7;10;8;10;2017;7;24;8;35;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"15";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;336.4166
"22576-6-WCC0-2017";22576;"M. Gavin";"Coloured Cups";6;"WCC0";2017;7;10;8;1;2017;7;24;8;25;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"15";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";191;205;198;2017;7;17;336.4
"27014-7-WBV0-2017";27014;"M. Gavin";"Blue Vane";7;"WBV0";2017;7;28;9;40;2017;8;11;10;42;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";209;223;216;2017;8;4;337.0333
"27014-7-WPF0-2017";27014;"M. Gavin";"Pit Fall";7;"WPF0";2017;7;28;9;40;2017;8;11;10;42;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";209;223;216;2017;8;4;337.0333
"27014-7-WCC0-2017";27014;"M. Gavin";"Coloured Cups";7;"WCC0";2017;7;28;9;40;2017;8;11;10;42;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";209;223;216;2017;8;4;337.0333
"27014-7-WBV25-2017";27014;"M. Gavin";"Blue Vane";7;"WBV25";2017;7;28;9;45;2017;8;11;10;52;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";209;223;216;2017;8;4;337.1166
"27014-7-WPF25-2017";27014;"M. Gavin";"Pit Fall";7;"WPF25";2017;7;28;9;45;2017;8;11;10;52;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";209;223;216;2017;8;4;337.1166
"27014-7-WCC25-2017";27014;"M. Gavin";"Coloured Cups";7;"WCC25";2017;7;28;9;45;2017;8;11;10;52;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";209;223;216;2017;8;4;337.1166
"27014-7-WBV75-2017";27014;"M. Gavin";"Blue Vane";7;"WBV75";2017;7;28;9;54;2017;8;11;11;0;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";209;223;216;2017;8;4;337.1
"27014-7-WPF75-2017";27014;"M. Gavin";"Pit Fall";7;"WPF75";2017;7;28;9;54;2017;8;11;11;0;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";209;223;216;2017;8;4;337.1
"27014-7-WCC75-2017";27014;"M. Gavin";"Coloured Cups";7;"WCC75";2017;7;28;9;54;2017;8;11;11;0;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";209;223;216;2017;8;4;337.1
"27014-7-WBV200-2017";27014;"M. Gavin";"Blue Vane";7;"WBV200";2017;7;28;10;1;2017;8;11;11;15;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";209;223;216;2017;8;4;337.2333
"27014-7-WPF200-2017";27014;"M. Gavin";"Pit Fall";7;"WPF200";2017;7;28;10;1;2017;8;11;11;15;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";209;223;216;2017;8;4;337.2333
"27014-7-WCC200-2017";27014;"M. Gavin";"Coloured Cups";7;"WCC200";2017;7;28;10;1;2017;8;11;11;15;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";209;223;216;2017;8;4;337.2333
"27000-7-WBV0-2017";27000;"M. Gavin";"Blue Vane";7;"WBV0";2017;7;28;8;25;2017;8;11;8;50;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";209;223;216;2017;8;4;336.4166
"27000-7-WPF0-2017";27000;"M. Gavin";"Pit Fall";7;"WPF0";2017;7;28;8;25;2017;8;11;8;50;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";209;223;216;2017;8;4;336.4166
"27000-7-WCC0-2017";27000;"M. Gavin";"Coloured Cups";7;"WCC0";2017;7;28;8;25;2017;8;11;8;50;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";209;223;216;2017;8;4;336.4166
"27000-7-WBV25-2017";27000;"M. Gavin";"Blue Vane";7;"WBV25";2017;7;28;8;32;2017;8;11;9;0;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";209;223;216;2017;8;4;336.4666
"27000-7-WPF25-2017";27000;"M. Gavin";"Pit Fall";7;"WPF25";2017;7;28;8;32;2017;8;11;9;0;"";"";"";"";"";"";"";0.0;0.0;0;"wetland";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";209;223;216;2017;8;4;336.4666
